enzymes	usage_Std	usage_HiT	usage_LpH	usage_Osm	genes	shortNames	subSystems
P06773	7.14276e-11	3.54134820637434e-11	7.14276e-11	4.66818026694542e-13	YHR144C	DCD1	sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism
P06776	0	0	0	0	YOR360C	PDE2	sce00230  Purine metabolism // sce00230  Purine metabolism // sce00230  Purine metabolism // sce00230  Purine metabolism // sce00230  Purine metabolism
P06785	2.08332e-09	2.08332e-09	2.08332e-09	2.08332e-09	YOR074C	CDC21	sce00240  Pyrimidine metabolism // sce00670  One carbon pool by folate
P07143	1.22612988046677e-05	1.07883200585425e-05	1.16336970139105e-05	1.23893011610694e-05	YOR065W	CYT1	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism
P07149	3.25984128475088e-06	3.38825549024954e-06	3.11292854833594e-06	2.19477773613012e-06	YKL182W	FAS1	sce00061  Fatty acid biosynthesis // sce01212  Fatty acid metabolism // sce00061  Fatty acid biosynthesis // sce01212  Fatty acid metabolism
P07170	3.6582360843598e-06	3.60296992762917e-06	3.95069487430054e-06	4.39397995044954e-06	YDR226W	ADK1	sce00230  Purine metabolism // sce00730  Thiamine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
P07172	6.27227827091664e-10	5.97705987547851e-10	6.6100239443445e-10	8.72081074162334e-10	YIL116W	HIS5	sce00340  Histidine metabolism // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids
P07236	0	0	0	0	YKL194C	MST1	sce00970  Aminoacyl-tRNA biosynthesis
P07244	8.11233219720161e-07	8.11233219720105e-07	8.11233219719982e-07	8.11233219719765e-07	YGL234W	ADE5,7	sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
P07245	8.09175050939791e-07	1.41662102038228e-06	1.60934901501391e-06	8.86344728033261e-08	YGR204W	ADE3	sce00670  One carbon pool by folate // sce00670  One carbon pool by folate // sce00670  One carbon pool by folate // sce00670  One carbon pool by folate // sce00670  One carbon pool by folate // sce00670  One carbon pool by folate
P07246	0	0	0	0	YMR083W	ADH3	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
P07250	0	0	0	0	YDR173C	ARG82	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast
P07251	4.59099110781317e-06	4.00181059333614e-06	4.53295392658348e-06	4.2717751844804e-06	YBL099W	ATP1	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation
P07255	8.55058795331633e-05	3.42228940422809e-06	3.6904613328727e-06	3.93015537722627e-06	YDL067C	COX9	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism // sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism
P07256	1.22612988046677e-05	1.07883200585425e-05	1.16336970139105e-05	1.23893011610694e-05	YBL045C	COR1	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism
P07257	1.22612988046677e-05	1.07883200585425e-05	1.16336970139105e-05	1.23893011610694e-05	YPR191W	QCR2	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism
P07258	2.89200577115672e-09	2.80861201998901e-09	2.98741269390628e-09	3.58367102895727e-09	YOR303W	CPA1	sce00240  Pyrimidine metabolism // sce00250  Alanine, aspartate and glutamate metabolism
P07259	1.00374690390567e-08	9.95407528788901e-09	1.01328759618063e-08	1.07291342968573e-08	YJL130C	URA2	sce00240  Pyrimidine metabolism // sce00250  Alanine, aspartate and glutamate metabolism // sce00240  Pyrimidine metabolism // sce00250  Alanine, aspartate and glutamate metabolism
P07262	2.71864418397197e-06	6.42395125430377e-06	0	1.99552364198289e-06	YOR375C	GDH1	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce00910  Nitrogen metabolism
P07263	4.8609701609885e-08	4.63217804603185e-08	5.12272060789522e-08	6.75856506418422e-08	YPR033C	HTS1	sce00970  Aminoacyl-tRNA biosynthesis // sce00970  Aminoacyl-tRNA biosynthesis
P07264	1.87541143655812e-06	1.78714112532939e-06	1.97639740548932e-06	2.60752273647278e-06	YGL009C	LEU1	sce00290  Valine, leucine and isoleucine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00290  Valine, leucine and isoleucine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00290  Valine, leucine and isoleucine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00290  Valine, leucine and isoleucine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
P07275	0	0	0	0	YHR037W	PUT2	sce00250  Alanine, aspartate and glutamate metabolism // sce00330  Arginine and proline metabolism // sce00250  Alanine, aspartate and glutamate metabolism // sce00330  Arginine and proline metabolism // sce00250  Alanine, aspartate and glutamate metabolism // sce00330  Arginine and proline metabolism // sce00250  Alanine, aspartate and glutamate metabolism // sce00330  Arginine and proline metabolism // sce00250  Alanine, aspartate and glutamate metabolism // sce00330  Arginine and proline metabolism // sce00250  Alanine, aspartate and glutamate metabolism // sce00330  Arginine and proline metabolism
P07277	3.06676967711196e-07	3.14899998639895e-07	2.89311784820264e-07	2.03981089835965e-07	YMR208W	ERG12	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce04146  Peroxisome // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce04146  Peroxisome // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce04146  Peroxisome // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce04146  Peroxisome
P07283	2.58401828287836e-05	2.68580994259567e-05	2.46756316628733e-05	1.73976132627819e-05	YFL045C	SEC53	sce00051  Fructose and mannose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00051  Fructose and mannose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
P07284	1.39417057261376e-06	1.32855090753567e-06	1.46924298786422e-06	1.93841809628902e-06	YDR023W	SES1	sce00970  Aminoacyl-tRNA biosynthesis
P07285	3.45345618194505e-07	3.3182773254747e-07	3.60810804177931e-07	4.57462554176679e-07	YDR354W	TRP4	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids
P07286	0	0	0	0	YBR243C	ALG7	 // 
P07342	2.39484127718828e-06	2.28212287270378e-06	2.52379717566416e-06	3.32972432543787e-06	YMR108W	ILV2	sce00290  Valine, leucine and isoleucine biosynthesis // sce00650  Butanoate metabolism // sce00660  C5-Branched dibasic acid metabolism // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00290  Valine, leucine and isoleucine biosynthesis // sce00650  Butanoate metabolism // sce00660  C5-Branched dibasic acid metabolism // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00290  Valine, leucine and isoleucine biosynthesis // sce00650  Butanoate metabolism // sce00660  C5-Branched dibasic acid metabolism // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00290  Valine, leucine and isoleucine biosynthesis // sce00650  Butanoate metabolism // sce00660  C5-Branched dibasic acid metabolism // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
P07347	0	0	0	0	YHR013C	ARD1	
P07702	2.01281256111886e-07	1.91807516763195e-07	2.12119721890601e-07	2.79856164629546e-07	YBR115C	LYS2	sce00300  Lysine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids
P07806	1.55201561617297e-07	1.4789666314004e-07	1.63558757149987e-07	2.15788169339471e-07	YGR094W	VAS1	sce00970  Aminoacyl-tRNA biosynthesis // sce00970  Aminoacyl-tRNA biosynthesis
P07807	1.67095000799975e-09	1.670950008e-09	1.67095000800048e-09	1.67095000799997e-09	YOR236W	DFR1	sce00670  One carbon pool by folate // sce00790  Folate biosynthesis // sce00670  One carbon pool by folate // sce00790  Folate biosynthesis
P07991	5.57359153514025e-09	0	0	2.22823064808621e-08	YLR438W	CAR2	sce00330  Arginine and proline metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
P08004	0	0	0	0	YNL192W	CHS1	sce00520  Amino sugar and nucleotide sugar metabolism
P08019	0	0	0	0	YIL099W	SGA1	sce00500  Starch and sucrose metabolism
P08067	1.22612988046677e-05	1.07883200585425e-05	1.16336970139105e-05	1.23893011610694e-05	YEL024W	RIP1	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism
P08417	7.68177715365884e-08	1.03275669316837e-08	1.09766557553188e-08	1.23541879844145e-07	YPL262W	FUM1	sce00020  Citrate cycle (TCA cycle) // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce00020  Citrate cycle (TCA cycle) // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce00020  Citrate cycle (TCA cycle) // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce00020  Citrate cycle (TCA cycle) // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism
P08425	0	0	0	0	YPR047W	MSF1	sce00970  Aminoacyl-tRNA biosynthesis
P08431	0	0	0	0	YBR018C	GAL7	sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce00052  Galactose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism
P08432	0	0	0	0	YKL184W	SPE1	sce00330  Arginine and proline metabolism // sce00480  Glutathione metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
P08456	4.80748234255831e-09	5.01852460576908e-09	4.61072329426798e-09	3.25080151265451e-09	YER026C	CHO1	sce00260  Glycine, serine and threonine metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00260  Glycine, serine and threonine metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00260  Glycine, serine and threonine metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00260  Glycine, serine and threonine metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00260  Glycine, serine and threonine metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00260  Glycine, serine and threonine metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00260  Glycine, serine and threonine metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00260  Glycine, serine and threonine metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites
P08465	3.4722e-12	1.66814365957131e-07	3.4722e-12	3.4722e-12	YNL277W	MET2	sce00270  Cysteine and methionine metabolism // sce01130  Biosynthesis of antibiotics
P08524	4.07048957511344e-06	4.17963295787515e-06	3.84000341746354e-06	2.70741851236604e-06	YJL167W	ERG20	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
P08525	1.22612988046677e-05	1.07883200585425e-05	1.16336970139105e-05	1.23893011610694e-05	YJL166W	QCR8	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism
P08536	0	0	0	0	YJR010W	MET3	sce00230  Purine metabolism // sce00261  Monobactam biosynthesis // sce00450  Selenocompound metabolism // sce00920  Sulfur metabolism // sce01130  Biosynthesis of antibiotics
P08566	5.01538936896855e-07	4.78440620221969e-07	5.27964649660561e-07	6.93115678966724e-07	YDR127W	ARO1	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids
