rxnIDs_ref	modelIDs	refVals	condVals	log2FC	subSystems	grRules
2-isopropylmalate transport	r_1573	0	0	0		
2-isopropylmalate transport	r_1574	0	0	0		YKL120W
2-methyl-1-butanol transport	r_1575	0	0	0		
2-methyl-1-butanol transport	r_1576	0	0	0		
2-methylbutanal exchange	r_1577	0	0	0		
2-methylbutanal transport	r_1578	0	0	0		
2-methylbutanal transport	r_1579	0	0	0		
2-methylbutanol exchange	r_1580	0	0	0		
2-methylbutyl acetate exchange	r_1581	0	0	0		
2-methylpropanal transport	r_1582	0	0	0		
2-methylpropanal transport	r_1583	0	0	0		
2-oxobutanoate transporter	r_1585	0	0.00067630826377129	29.3331057411741		
2-oxoglutarate exchange	r_1586	0	0	0		
2-oxoglutarate transport	r_1587	0	0	0		
2-oxoglutarate transport	r_1588	0	0	0		
2-phenylethanol exchange	r_1589	0	0	0		
2-phenylethanol transport	r_1590	0	0	0		
2-phenylethanol transport	r_1591	0	0	0		
3-carboxy-4-methyl-2-oxopentanoate transport	r_1595	0	0	0		
3-methyl-2-oxopentanoate transport	r_1596	0	0	0		
3-methyl-oxopentanoate trasport	r_1597	0	0	0		
3-methylbutanal exchange	r_1598	0	0	0		
3-methylbutanal transport	r_1599	0	0	0		
3-methylbutanal transport	r_1600	0	0	0		
3-octaprenyl-4-hydroxybenzoate transport	r_1601	0	0	0		
4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	r_1603	1.188e-07	1.188e-07	0		YFL058W
4-aminobenzoate exchange	r_1604	0	0	0		
4-aminobenzoate transport	r_1605	0	0	0		
4-aminobenzoate transport	r_1606	6.27660000000058e-06	6.2766000000018e-06	2.81260847034922e-13		
4-aminobutanal transport	r_1607	0	0	0		
4-aminobutyrate transport	r_1608	0	0	0		
4-hydroxy-2-oxoglutarate transport	r_1609	0	0	0		
4-hydroxy-2-oxoglutarate transport	r_1610	0	0	0		
4-hydroxybenzoate transport	r_1611	0	0	0		
5'-nucleotidase (AMP)	r_1613	0	0	0		
5'-nucleotidase (dAMP)	r_1614	0	0	0		
5'-nucleotidase (dCMP)	r_1615	0	0	0		
5'-nucleotidase (dGMP)	r_1616	0	0	0		
5'-nucleotidase (dTMP)	r_1617	0	0	0		
5'-nucleotidase (dUMP)	r_1618	0	0	0		
5'-nucleotidase (XMP)	r_1620	0	0	0		
5-aminolevulinate exchange	r_1621	0	0	0		
5-aminolevulinate transport	r_1622	0	0	0		
5-formyltetrahydrofolic acid exchange	r_1625	0	0	0		
7,8-diaminononanoate exchange	r_1627	0	0	0		
7,8-diaminononanoate transport	r_1628	0	0	0		
8-amino-7-oxononanoate exchange	r_1629	0	0	0		
9H-xanthine exchange	r_1630	0	0	0		
acetaldehyde exchange	r_1631	0	0	0		
acetaldehyde transport	r_1632	0	0	0		
acetaldehyde transport	r_1633	0	0	0		
acetate exchange	r_1634	0	0.144212706533446	37.0694073293187		
acetate transport	r_1635	0	0	0		
acetyl-CoA transport	r_1637	0	0	0		
acetylcarnitine transport	r_1638	0	0	0		
adenine exchange	r_1639	0	0	0		
adenine transport	r_1640	0	0	0		
adenosine 3',5'-bismonophosphate exchange	r_1641	0	0	0		
adenosine 3',5'-bisphosphate transport	r_1642	0	0	0		YPR011C
adenosine exchange	r_1643	0	0	0		
ADP transport	r_1644	0	0	0		
ADP transport	r_1645	0	0	0		
AKG transporter, peroxisome	r_1647	0	0	0		
allantoate exchange	r_1648	0	0	0		
allantoin exchange	r_1649	0	0	0		
trehalose exchange	r_1650	0	0	0		
alpha-D-glucosamine 6-phosphate exchange	r_1651	0	0	0		
alpha-ketoglutarate/malate transporter	r_1652	0	0	0		
ammonium exchange	r_1654	0	0	0		
AMP transport	r_1656	0	0	0		
asparagine transport	r_1658	0	0	0		YDR508C
aspartate-glutamate transporter	r_1659	0	0	0		
ATP diffusion	r_1660	0	0	0		
ATP transport	r_1661	0	0	0		
bicarbonate formation	r_1664	0	0	0		
bicarbonate formation	r_1665	0	0	0		
bicarbonate formation	r_1668	0	0	0		
bicarbonate transport	r_1669	0	0	0		
biotin exchange	r_1671	0	0	0		
carbon dioxide exchange	r_1672	2.66789995002177	2.20451903200545	-0.275240632405143		
carnitine transport	r_1673	0	0	0		
carnitine-acetylcarnitine carrier	r_1674	0	0	0		
CDP transport	r_1675	0	0	0		
ceramide transport	r_1676	0	0	0		
ceramide transport	r_1677	0	0	0		
ceramide transport	r_1678	0	0	0		
ceramide transport	r_1679	0	0	0		
ceramide transport	r_1680	0	0	0		
ceramide transport	r_1681	0	0	0		
cholestenol delta-isomerase, lumped reaction	r_1682	0.00398983618670884	0.00409633175004593	0.0380030457649973		
choline exchange	r_1683	0	0	0		
choline transport	r_1684	0	0	0		YGL077C or YOR161C
chorismate pyruvate lyase	r_1685	0	0	0		
citrate transport	r_1686	0	0	0		
citrate exchange	r_1687	0	0	0		
citrate/isocitrate antiport	r_1688	0	0	0		
citrate/malate antiport	r_1689	0	0	0		
CMP nucleosidase	r_1690	0	0	0		
CO2 transport	r_1691	0	0	0		
CO2 transport	r_1694	0	0	0		
CO2 transport	r_1695	0	0	0		
CO2 transport	r_1696	0	0	0		
CO2 transport	r_1697	2.66789995002177	2.20451903200545	-0.275240632405143		
coenzyme A transport	r_1698	0	0	0		
coenzyme A transport	r_1699	0	0	0		
coenzyme A transport	r_1700	0	0	0		
cytidine exchange	r_1702	0	0	0		
cytidylate kinase (CMP)	r_1703	0.00219903809567606	0.0024797741070724	0.173336108155009		
cytidylate kinase (dCMP)	r_1704	0	0	0		
cytosine exchange	r_1705	0	0	0		
D-arabinose exchange	r_1706	0	0	0		
D-arabinose transport	r_1707	0	0	0		YDR342C or YHR092C
D-erythrose 4-phosphate transport	r_1708	0.0282325471161453	0.0269323004835269	-0.0680218271946933		
D-fructose exchange	r_1709	0	0	0		
D-galactose exchange	r_1710	0	0	0		
D-galacturonate exchange	r_1711	0	0	0		
D-glucitol exchange	r_1712	0	0	0		
D-glucosamine 6-phosphate uniport	r_1713	0	0	0		
D-glucose exchange	r_1714	0	0	0		
D-mannose exchange	r_1715	0	0	0		
D-ribose exchange	r_1716	0	0	0		
D-sorbitol transport	r_1717	0	0	0		YDL245C or YEL069C or YJR158W or YNR072W
D-xylose exchange	r_1718	0	0	0		
D-xylose transport	r_1719	0	0	0		YHR092C
dADP transport	r_1720	0	0	0		
dCDP transport	r_1721	0	0	0		
ATP deamination	r_1722	0	0	0		
dATP deamination	r_1723	0	0	0		
ADP deamination	r_1724	0	0	0		
dADP deamination	r_1725	0	0	0		
deamino-NAD+ diffusion	r_1726	0	0	0		
decanoate exchange	r_1727	0	0	0		
deoxyadenosine transport	r_1728	0	0	0		
deoxycytidine exchange	r_1730	0	0	0		
deoxycytidine transport	r_1731	0	0	0		
deoxyguanosine transport	r_1732	0	0	0		
deoxyinosine transport	r_1733	0	0	0		
deoxyuridine kinase (ATP:deoxyuridine)	r_1734	0	0	0		
deoxyuridine transport	r_1735	0	0	0		YBL042C
dephospho-CoA kinase	r_1736	0	0	0		
dGDP transport	r_1737	0	0	0		
dhnpt transport	r_1738	6.27660000000058e-06	6.2766000000018e-06	2.81260847034922e-13		
dihydrofolate transport	r_1743	0	0	0		
dihydroneopterin triphosphate pyrophosphatase	r_1744	6.27660000000058e-06	6.2766000000018e-06	2.81260847034922e-13		
dihydropteroate transport	r_1745	0	0	0		
dihydroxyacetone phosphate transport	r_1746	0	0	0		
diphosphate transport	r_1747	0	0	0		
dolichol phosphate transport	r_1748	0	0	0		
dTTP exchange	r_1749	0	0	0		
dTTP uniport	r_1750	0	0	0		
dUDP diffusion	r_1751	0	0	0		
dUMP transport	r_1752	0	0	0		
episterol exchange	r_1753	0	0	0		
ergosta-5,6,22,24,(28)-tetraen-3beta-ol transport	r_1754	0.00398983618670884	0.00409633175004593	0.0380030457649973		
ergosterol exchange	r_1757	0	0	0		
ergosterol transport	r_1758	0.00284090733452071	0.00295281856773452	0.0557409405119228		
ergosterol transport	r_1759	0	0	0		
ergosterol transport	r_1760	0	0	0		YIL013C or YOR011W
ethanol exchange	r_1761	0	0	0		
ethanol transport	r_1762	0	0	0		
ethanol transport, mitochondrial	r_1763	0	0	0		
ethanolamine exchange	r_1764	0	0	0		
ethyl acetate exchange	r_1765	0	0	0		
farnesyl diphosphate transport	r_1766	9.9e-08	9.9e-08	0		
fatty acid transport	r_1770	0	0	0		
fatty acid transport	r_1771	0	0	0		YKL188C and YPL147W
fatty acid transport	r_1772	0	0	0		YKL188C and YPL147W
fatty acid transport	r_1774	0	0	0		YKL188C and YPL147W
fatty acid transport	r_1775	0	0	0		
fatty acid transport	r_1776	0	0	0		
myristate (n-C14:0) transport	r_1777	0	0	0		
fecosterol exchange	r_1788	0	0	0		
FMN exchange	r_1791	0	0	0		
folic acid exchange	r_1792	0	0	0		
formate exchange	r_1793	0	1.00281363719522	39.8671906591791		
formate transport	r_1794	0	0	0		
formate transport	r_1795	0	0	0		YNL065W
formate transport	r_1796	0	0	0		
fructose-1-phosphate kinase	r_1797	0	0	0		
fumarate exchange	r_1798	0	0	0		
gamma-aminobutyrate exchange	r_1800	0	0	0		
GDP transport	r_1801	0	0	0		
GDP transport	r_1802	0	0	0		
GDP-alpha-D-mannose transport	r_1803	0	0	0		YGL225W
glucose transport, vacuolar	r_1805	0	0	0		YBR241C or YGL104C
glutathione disulfide exchange	r_1806	0	0	0		
glutathione exchange	r_1807	0	0	0		
glycerol exchange	r_1808	0	0	0		
glycerol-3-phosphate shuttle	r_1809	0	0	0		
L-glycine exchange	r_1810	0	0	0		
glycine transport	r_1811	0.969488471025876	1.44172391159476	0.57249926936385		YPR058W
glycoaldehyde transport	r_1812	0	0	0		
glycoaldehyde transport	r_1813	0	0	0		
glycolaldehyde exchange	r_1814	6.39540000000058e-06	6.3954000000018e-06	2.75815021978438e-13		
glyoxylate exchange	r_1815	0	0	0		
glyoxylate transport	r_1816	0	0	0		YNL065W
glyoxylate transport	r_1817	0	0	0		
guanine exchange	r_1818	0	0	0		
guanine transport	r_1819	0	0	0		
guanosine exchange	r_1820	0	0	0		
guanosine kinase	r_1821	0	0	0		
guanosine transport	r_1822	0	0	0		
guanosine transport	r_1823	0	0	0		
H+ diffusion	r_1824	0	0	0		
H+ diffusion	r_1825	0	0	0		
H+ diffusion	r_1826	0	0	0		
H+ diffusion	r_1827	0	0	0		
H+ diffusion	r_1829	0	0	0		
H+ diffusion	r_1830	0	0	0		
H+ diffusion	r_1831	0	0	0		
H+ exchange	r_1832	0	0	0		
hexacosanoyl-CoA transport	r_1833	0	0	0		
hexadecanal exchange	r_1834	0	0	0		
hexadecanoate (n-C16:0) transport	r_1835	0	0	0		
hexadecenoate (n-C16:1) transport	r_1836	0	0	0		
L-histidine transport, mitochondrial	r_1837	0	0	0		YBR147W
hydrogen peroxide transport	r_1839	0	0	0		
hydroxymethylglutaryl-CoA transport	r_1840	0	0	0		
hypoxanthine exchange	r_1841	0	0	0		
hypoxanthine transport	r_1842	0	0	0		
indol-3-ylacetaldehyde exchange	r_1843	0	0	0		
indole-3-acetaldehyde transport	r_1844	0	0	0		
indole-3-acetaldehyde transport	r_1845	0	0	0		
indole-3-acetate transport	r_1846	0	0	0		
inosine exchange	r_1847	0	0	0		
inosine transport	r_1848	0	0	0		
inositol hexakisphosphate transport	r_1849	0	0	0		
insosine kinase	r_1850	0	0	0		
IPC transport	r_1851	0	0	0		
IPC transport	r_1852	0	0	0		
IPC transport	r_1853	0	0	0		
IPC transport	r_1854	0	0	0		
IPC transport	r_1855	0	0	0		
IPC transport	r_1856	0	0	0		
IPC transport	r_1857	0	0	0		
IPC transport	r_1858	0	0	0		
IPC transport	r_1859	0	0	0		
IPC transport	r_1860	0	0	0		
iron(2+) exchange	r_1861	0	0	0		
isoamyl acetate exchange	r_1862	0	0	0		
isoamyl alcohol transport	r_1863	0	0	0		
isoamyl alcohol transport	r_1864	0	0	0		
isoamylol exchange	r_1865	0	0	0		
isobutanol exchange	r_1866	0	0	0		
isobutyl acetate exchange	r_1867	0	0	0		
isobutyl alcohol transport	r_1868	0	0	0		
isobutyl alcohol transport	r_1869	0	0	0		
isobutyraldehyde exchange	r_1870	0	0	0		
L-1-pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-hydroxyglutamate semialdehyde	r_1871	0	0	0		
L-2-amino-3-oxobutanoate decarboxylation (spontaneous)	r_1872	0	0	0		
L-alanine exchange	r_1873	0	0	0		
L-alanine transport	r_1874	0	0	0		
L-arabinitol exchange	r_1875	0	0	0		
L-arabinitol transport	r_1876	0	0	0		
L-arabinoase transport	r_1877	0	0	0		YDR342C or YHR092C
L-arabinose exchange	r_1878	0	0	0		
L-arginine exchange	r_1879	0	0	0		
L-asparagine exchange	r_1880	0	0	0		
L-aspartate exchange	r_1881	0	0	0		
L-carnitine transport	r_1882	0	0	0		YOR100C
L-cysteine exchange	r_1883	0	0	0		
L-erythro-4-hydroxyglutamate transport	r_1884	0	0	0		
L-erythro-4-hydroxyglutamate transport	r_1885	0	0	0		
L-glucitol exchange	r_1886	0	0	0		
L-glutamate 5-semialdehyde dehydratase	r_1887	0.0172148698439703	0.0164046146171609	-0.0695535712340848		
L-glutamate exchange	r_1889	0	0	0		
L-glutamate transport	r_1890	0	0	0		
L-glutamine exchange	r_1891	0	0	0		
L-glutamine transport	r_1892	0	0	0		
L-histidine exchange	r_1893	0	0	0		
L-homoserine transport	r_1895	0	0	0		
L-homoserine exchange	r_1896	0	0	0		
L-isoleucine exchange	r_1897	0	0	0		
L-isoleucine transport	r_1898	0	0	0		
L-leucine exchange	r_1899	0	0	0		
L-lysine exchange	r_1900	0	0	0		
L-malate transport	r_1901	0	0	0		
L-methionine exchange	r_1902	0	0	0		
L-phenylalanine exchange	r_1903	0	0	0		
L-proline exchange	r_1904	0	0	0		
L-proline transport	r_1905	0	0	0		
L-serine exchange	r_1906	0	0	0		
L-serine transport	r_1907	0	0	0		YKR039W
L-sorbitol transport	r_1908	0	0	0		YDL245C or YEL069C or YJR158W or YNR072W
L-sorbose exchange	r_1909	0	0	0		
L-sorbose transport	r_1910	0	0	0		YDL245C or YDR342C or YDR343C or YDR345C or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YMR011W or YNR072W or YOL156W
L-threonine exchange	r_1911	0	0	0		
L-tryptophan exchange	r_1912	0	0	0		
L-tyrosine exchange	r_1913	0	0	0		
L-valine exchange	r_1914	0	0	0		
lanosterol exchange	r_1915	0	0	0		
laurate exchange	r_1916	0	0	0		
lysine transport	r_1919	0	0	0		YBR147W
M(IP)2C transport	r_1920	0	0	0		
M(IP)2C transport	r_1921	0	0	0		
M(IP)2C transport	r_1922	0	0	0		
M(IP)2C transport	r_1923	0	0	0		
M(IP)2C transport	r_1924	0	0	0		
M(IP)2C transport	r_1925	0	0	0		
M(IP)2C transport	r_1926	0	0	0		
M(IP)2C transport	r_1927	0	0	0		
M(IP)2C transport	r_1928	0	0	0		
M(IP)2C transport	r_1929	0	0	0		
malate/oxaloacetate shuttle	r_1930	0	0	0		
maltose exchange	r_1931	0	0	0		
mannan transport	r_1932	0	0	0		
methionine transport	r_1935	0	0	0		YDR508C
methylglyoxal synthase	r_1936	0	0	0		
MIPC transport	r_1937	0	0	0		
MIPC transport	r_1938	0	0	0		
MIPC transport	r_1939	0	0	0		
MIPC transport	r_1940	0	0	0		
MIPC transport	r_1941	0	0	0		
MIPC transport	r_1942	0	0	0		
MIPC transport	r_1943	0	0	0		
MIPC transport	r_1944	0	0	0		
MIPC transport	r_1945	0	0	0		
MIPC transport	r_1946	0	0	0		
myo-inositol exchange	r_1947	0	0	0		
N,N'-diformyldityrosine exchange	r_1952	0	0	0		
NADP(+) transport	r_1963	0	0	0		
NADPH transport	r_1964	0.00797967237341768	0.00819266350009187	0.0380030457649973		
NH3 transport	r_1965	0	0	0		
nicotinamide diffusion	r_1966	0	0	0		
nicotinate exchange	r_1967	0	0	0		
NMN exchange	r_1968	0	0	0		
NMN transport	r_1970	0	0	0		
NMN transport	r_1971	0	0	0		
NMN transport	r_1972	0	0	0		
nucleoside-diphosphatase (dGDP)	r_1974	0	0	0		
nucleoside-triphosphatase (dGTP)	r_1975	0	0	0		
O-acetylcarnintine transport into mitochondria	r_1976	0	0	0		YOR100C
O2 transport	r_1977	0.00398983618670884	0.00409633175004593	0.0380030457649973		
O2 transport	r_1978	2.40413597014309	2.10623901339775	-0.190849331612912		
O2 transport	r_1979	2.46308936481213	2.16688629840907	-0.18484551822904		
O2 transport	r_1980	0	0	0		
octadecanoate (n-C18:0) transport	r_1981	0	0	0		
octanoate exchange	r_1984	0	0	0		
ornithine exchange	r_1987	0	0	0		
oxaloacetate transport	r_1988	0	0	0		
oxaloacetate(2-) exchange	r_1989	0	0	0		
oxidized glutathione uniport	r_1990	0	0	0		YJL212C
oxidized thioredoxin transport	r_1991	0	0	0		
oxygen exchange	r_1992	0	0	0		
palmitate exchange	r_1993	0	0	0		
palmitoleate exchange	r_1994	0	0	0		
palmitoyl-CoA transport	r_1995	0	0	0		
panthetheine 4'-phosphate transport	r_1996	0	0	0		
panthetheine-phosphate adenylyltransferase	r_1997	0	0	0		
PAP uniport	r_1998	0	0	0		
pectin exchange	r_1999	0	0	0		
phenethyl acetate exchange	r_2000	0	0	0		
phenylacetaldehyde exchange	r_2001	0	0	0		
phenylacetaldehyde transport	r_2002	0	0	0		
phenylacetaldehyde transport	r_2003	0	0	0		
phenylalanine transport	r_2004	0	0	0		
phosphate exchange	r_2005	0	0	0		
phosphate transport	r_2008	0	0	0		YNR013C
potassium exchange	r_2020	0	0	0		
protoporphyrinogen IX transport	r_2022	9.9e-08	9.9e-08	0		
PRPP transport	r_2023	0	0	0		
putrescine exchange	r_2024	0	0	0		
pyridoxamine kinase	r_2026	0	0	0		
pyridoxamine phosphatase	r_2027	0	0	0		
pyridoxine exchange	r_2028	0	0	0		
pyrimidine phosphatase	r_2030	9.9e-05	9.9e-05	0		
pyrimidine-nucleoside phosphorylase (uracil)	r_2031	0	0	0		
pyrophosphate transport	r_2032	0.28205965572305	0	-38.0372093691998		
pyruvate exchange	r_2033	0	0.0001455762	27.1171992702083		
quinolinate transport	r_2036	0	0	0		
reduced thioredoxin transport	r_2037	0	0	0		
riboflavin exchange	r_2038	0	0	0		
riboflavin transport	r_2039	0	0	0		
riboflavin transport	r_2040	0	0	0		YOR306C
ribose transporter	r_2041	0	0	0		YDR342C or YHR092C
S-adenosyl-L-homocysteine transport	r_2042	0	0	0		
S-adenosyl-L-methionine exchange	r_2043	0	0	0		
S-methyl-L-methionine exchange	r_2044	0	0	0		
serine transport	r_2045	0	0	0		YDR508C
sn-glycero-3-phosphocholine exchange	r_2046	0	0	0		
sodium exchange	r_2049	0	0	0		
spermidine acetyltransferase	r_2050	0	0	0		
spermidine exchange	r_2051	0	0	0		
spermine exchange	r_2052	0	0	0		
squalene transport	r_2053	0.00398983618670884	0.00409633175004593	0.0380030457649973		
squalene-2,3-epoxide transport	r_2054	0.00398983618670884	0.00409633175004593	0.0380030457649973		
stearate exchange	r_2055	0	0	0		
succinate exchange	r_2056	0	0	0		
succinate transport	r_2057	0	0	0		
sucrose exchange	r_2058	0	0	0		
sulphate exchange	r_2060	0	0	0		
sulphite exchange	r_2061	0	0	0		
taurine exchange	r_2062	0	0	0		
tetracosanoyl-CoA transport	r_2063	0	0	0		
thiaminase	r_2065	0	0	0		
thiamine(1+) diphosphate(1-) exchange	r_2066	0	0	0		
thiamine(1+) exchange	r_2067	0	0	0		
thiamine(1+) monophosphate exchange	r_2068	0	0	0		
thiamine-phosphate kinase	r_2069	1.188e-07	1.188e-07	0		
thiazole phosphate synthesis (ribose 5-phosphate)	r_2070	0	0	0		
thiazole phosphate synthesis (xylulose 5-phosphate)	r_2071	1.188e-07	1.188e-07	0		
threonine transport	r_2072	0.0254219935882433	0.0185171957587491	-0.457211537042362		YDR508C
thymidine exchange	r_2073	0	0	0		
thymidine kinase (ATP:thymidine)	r_2074	0	0	0		
thymidine transport	r_2075	0	0	0		
trehalose vacuolar transport	r_2080	0	0	0		
tryptophan transport	r_2082	0	0	0		
tryptophol exchange	r_2083	0	0	0		
tryptophol transport	r_2084	0	0	0		
tryptophol transport	r_2085	0	0	0		
tyrosine transport	r_2086	0	0	0		
tyrosine transport	r_2087	0	0	0		
UMP transport	r_2089	0	0	0		
uracil exchange	r_2090	0	0	0		
urea exchange	r_2091	0	0	0		
uridine exchange	r_2092	0	0	0		
valine transport	r_2093	0	0	0		
water diffusion	r_2094	0	0	0		YLL052C or YPR192W
water diffusion	r_2095	0	0	0		
water diffusion	r_2096	0	0	0		
water diffusion	r_2097	0	0	0		
water diffusion	r_2098	0	0	0		
water diffusion	r_2099	0	0	0		
water exchange	r_2100	4.28248746271015	3.55401618801766	-0.268998770078113		
xanthine transport	r_2101	0	0	0		
xanthosine exchange	r_2102	0	0	0		
xanthosine transport	r_2103	0	0	0		
xylitol exchange	r_2104	0	0	0		
xylitol transport	r_2105	0	0	0		YDL245C or YLL043W
zymosterol exchange	r_2106	0	0	0		
zymosterol transport	r_2107	0	0	0		YIL013C or YOR011W
lipid pseudoreaction - merge	r_2108	0.099	0.099	0		
growth	r_2111	0.099	0.099	0		
coenzyme A: cytoplasm to LP	r_2125	0	0	0		
proton leak	r_2129	0	0	0		
14-demethyllanosterol exchange	r_2134	0	0	0		
14-demethyllanosterol transport	r_2136	0	0	0		
ergosta-5,7,22,24(28)-tetraen-3beta-ol exchange	r_2137	0	0	0		
ergosta-5,7,22,24(28)-tetraen-3beta-ol transport	r_2139	0	0	0		
octanoate (n-C8:0) transport	r_2184	0	0	0		
decanoate (n-C10:0) transport	r_2185	0	0	0		
laurate (n-C12:0) transport	r_2186	0	0	0		
butyrate exchange	r_2187	0	0	0		
hexanoate exchange	r_2188	0	0	0		
oleate exchange	r_2189	0	0	0		
butyrate (n-C4:0) transport	r_2190	0	0	0		YNL065W
hexanoate (n-C6:0) transport	r_2191	0	0	0		YNL065W
octadecenoate (n-C18:1) transport	r_2192	0	0	0		
myristate exchange	r_2193	0	0	0		
butyrate (n-C4:0) transport, cytoplasm-peroxisome	r_2229	0	0	0		
hexanoate (n-C6:0) transport, cytoplasm-peroxisome	r_2230	0	0	0		
octadecenoate (n-C18:1) transport, cytoplasm-peroxisome	r_2231	0	0	0		YKL188C and YPL147W
lysoPC acyltransferase (1-16:0, 2-16:1), mitochondrial membrane	r_2812	0	0	0		
lysoPC acyltransferase (1-16:0, 2-18:1), mitochondrial membrane	r_2813	0	0	0		
lysoPC acyltransferase (1-16:1, 2-16:1), mitochondrial membrane	r_2814	0	0	0		
lysoPC acyltransferase (1-16:1, 2-18:1), mitochondrial membrane	r_2815	0	0	0		
lysoPC acyltransferase (1-18:0, 2-16:1), mitochondrial membrane	r_2816	0	0	0		
lysoPC acyltransferase (1-18:0, 2-18:1), mitochondrial membrane	r_2817	0	0	0		
lysoPC acyltransferase (1-18:1, 2-16:1), mitochondrial membrane	r_2818	0	0	0		
lysoPC acyltransferase (1-18:1, 2-18:1), mitochondrial membrane	r_2819	0	0	0		
PA kinase (1-16:0, 2-16:1), Golgi membrane	r_3332	0	0	0		
PA kinase (1-16:1, 2-16:1), Golgi membrane	r_3333	0	0	0		
PA kinase (1-18:0, 2-16:1), Golgi membrane	r_3334	0	0	0		
PA kinase (1-18:1, 2-16:1), Golgi membrane	r_3335	0	0	0		
PA kinase (1-16:0, 2-18:1), Golgi membrane	r_3336	0	0	0		
PA kinase (1-16:1, 2-18:1), Golgi membrane	r_3337	0	0	0		
PA kinase (1-18:0, 2-18:1), Golgi membrane	r_3338	0	0	0		
PA kinase (1-18:1, 2-18:1), Golgi membrane	r_3339	0	0	0		
PA kinase (1-16:0, 2-16:1), vacuolar membrane	r_3340	0	0	0		
PA kinase (1-16:1, 2-16:1), vacuolar membrane	r_3341	0	0	0		
PA kinase (1-18:0, 2-16:1), vacuolar membrane	r_3342	0	0	0		
PA kinase (1-18:1, 2-16:1), vacuolar membrane	r_3343	0	0	0		
PA kinase (1-16:0, 2-18:1), vacuolar membrane	r_3344	0	0	0		
PA kinase (1-16:1, 2-18:1), vacuolar membrane	r_3345	0	0	0		
PA kinase (1-18:0, 2-18:1), vacuolar membrane	r_3346	0	0	0		
PA kinase (1-18:1, 2-18:1), vacuolar membrane	r_3347	0	0	0		
laurate transport, cytoplasm-ER membrane	r_3508	0	0	0		
myristate transport, cytoplasm-ER membrane	r_3509	0	0	0		
palmitate transport, cytoplasm-ER membrane	r_3510	0	0	0		
palmitoleate transport, cytoplasm-ER membrane	r_3511	0	0	0		
stearate transport, cytoplasm-ER membrane	r_3512	0	0	0		
oleate transport, cytoplasm-ER membrane	r_3513	0	0	0		
malonyl-CoA transport, cytoplasm-ER membrane	r_3514	0	0	0		
